"2025/11/09 01:15 UTC","GLOSSARY","CDSX","MAP_127246_CIBCMellon_CDS_PTM_Processing","","","#||"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Event Anticipation Features Calendar","This function allows user to inquire on Securities set up in CDSX. At Event Anticipation Calendar is a calendar system that captures and maintains predetermined features of a security, such as dividend, interest, maturity, DRIP, retraction privileges and partial call in CDSX. It is a part of a financial instrument that includes maintains and standards Corporate Actions menu.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Event Details - DP","Function is to inquire on Events posted within the CDS Corporate Actions menu as a Depository Participant (DP). This function is required to inquire on Events posted within the CDS Corporate Actions menu.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Security Details","Function allows user to query the details of a security within the Financial Instruments menu in the CDSX GUI. The financial instrument captures and maintains various details of instruments in CDSX. The user can search for the various security parameters security in CDSX using the search criteria.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades 1000000000000.0 CAD","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades 1000000000000.0 USD","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Non-Exchange Trades 1000000000000.0 CAD","This function is to create and maintain non-exchange trades within the 'Manage Non-Exchange Trade' menu or 'Create Non-Exchange Trade' menu under the 'Trade Services' parent menu on CDSX GUI. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Non-Exchange Trades 1000000000000.0 USD","This function is to create and maintain non-exchange trades within the 'Manage Non-Exchange Trade' menu or 'Create Non-Exchange Trade' menu under the 'Trade Services' parent menu on CDSX GUI. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge 1000000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge 1000000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Pledge 1000000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Pledge 1000000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Seize Pledge 1000000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Seize Pledge 1000000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Reports","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPE00920","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPE00921","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPE01220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPS00220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPS00221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPS00620","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPS00621","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPS01120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RBKPS01320","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS00220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS00221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS00520","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS00521","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS00820","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS00821","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS00920","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS02220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCAGS02221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATE00520","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATE00521","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATE00620","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATE00621","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATE00920","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATE01220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATE01221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATE01420","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATI00220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATI00221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATI01120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATI01121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATI01920","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATI01921","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS00720","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS00721","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS00820","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS00821","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS00920","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS00921","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS01020","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS01021","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS01620","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS01621","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS01920","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS01921","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS02120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS02121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS02220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS02221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS03120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS03220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCATS03320","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00320","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00420","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00421","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00820","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE00920","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE01020","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCBSE01320","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGE00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGE00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGE00320","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGE00321","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGE00520","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGE00521","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGE00720","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00320","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00321","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00520","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00620","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RCLGS00720","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RDEPE00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RDEPE00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RDEPE00220","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RDEPE00221","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RICNE00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RICNE00420","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RICNE00720","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","ROTCS00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","ROTCS00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","ROTCS00320","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","ROTCS00321","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","ROTCS00420","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","ROTCS00520","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","ROTCS00521","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RPLDS00120","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RPLDS00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RPMTS00520","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RRSKE00920","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","RRSKS00121","Glossary description not available. Value is considered to be self-explanatory.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Enter Funds Deposit","This function is required to order to facilitate payment to brokers.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Enter Deposit","This function is required to process deposits and withdrawals within CDSX. Participants create deposit requests to convert the physical certificates, or deposit statements into an equivalent number of securities in their ledgers. Before performing a deposit, the users must review the security setup under the financial instrument's module.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Enter Withdrawal","This function is required to process deposits and withdrawals within CDSX. Withdrawal is the process of withdrawing securities from a ledger into a physical certificate or Direct Registration Statement (DRS). The RTA (Registrar/Transfer Agent) must confirm withdrawal requests initiated in CDSX, foreign depository or global security as specified in the request and attached with the security. Before performing a withdrawal, the users must...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Transfer Request - BB","A transfer request function is used to create the buyback (BB) by a Depository Participant (DP) and the Treasury Order transaction by a registrar/transfer agent type (RTA).","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Transfer Request - MP","A transfer request function is used to create the market purchase (MP) transactions by a Depository Participant (DP) and the Treasury Order transaction by a registrar/transfer agent type (RTA).","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","View Participant Profile","This function allows user access to view company profile set up. Profiles are used to set up customers (i.e., participants, service bureaus, etc.), to control access to online functions and to identify the types of business functions they can perform. CDS customers must review their profiles to ensure that they are correct. If there are any discrepancies, they should notify CDS Customer Service.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Option Instructions - DP","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Reinvestment Auto-Instruction","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Maintain Option Instructions","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Maintain Reinvestment Auto-Instruction","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Tax Instruction","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Maintain Tax Instruction","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Maintain Line of Credit -1000000000000.0 CAD","This function allows approval of line of credit from CIBC.","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades 1000000000.0 CAD","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades 1000000000.0 USD","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Non-Exchange Trades 1000000000.0 CAD","This function is to create and maintain non-exchange trades within the 'Manage Non-Exchange Trade' menu or 'Create Non-Exchange Trade' menu under the 'Trade Services' parent menu on CDSX GUI. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Non-Exchange Trades 1000000000.0 USD","This function is to create and maintain non-exchange trades within the 'Manage Non-Exchange Trade' menu or 'Create Non-Exchange Trade' menu under the 'Trade Services' parent menu on CDSX GUI. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge 1000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Pledge 1000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Pledge 1000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Pledge 1000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Seize Pledge 1000000000.0 CAD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Seize Pledge 1000000000.0 USD","TBD","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades 10000000000.0 CAD","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Inquire Non Exchange Trades 10000000000.0 USD","This function is to perform inquiries and view Non-Exchange trades within the 'Trade Confirmation Statistics' menu under the 'Trade Services' parent menu. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
"MAP_127246_CIBCMellon_CDS_PTM_Processing","ApplicationRole","Manage Non-Exchange Trades 10000000000.0 CAD","This function is to create and maintain non-exchange trades within the 'Manage Non-Exchange Trade' menu or 'Create Non-Exchange Trade' menu under the 'Trade Services' parent menu on CDSX GUI. Non-Exchange Trades are off-market trades that are not settled through the exchange. The participants directly report these trades in CDSX. Non-Exchange Trade in CDSX is a four-eye process, which means that its creation must be confirmed by the acceptor of the trade. CDSX provides a detailed view of these trades through the trade confirmation...","","000"
